@@,itemlabel,item,startdate,enddate
->,Alcinda Abreu,Q2832185,2005-02-11->2005,2008-03-27->2008
->,Oldemiro Balói,Q58223,2008-03-27->2008,2017-12-12->2017
->,José Condungua Pacheco,Q6291941,2017-12-12->2017,2020-01-17->2020
->,Verónica Macamo,Q6722501,2020-01-17->2020,
