item,name,party,partyLabel
,Carlos Luwanga Sabonete,Q504564,FRELIMO
,Carlos Filipe Panguana,Q504564,FRELIMO
,Chiueche Arone Guenha,Q504564,FRELIMO
,Crisanto João Naiti,Q504564,FRELIMO
,Damião dos Santos Banda,Q504564,FRELIMO
,Deolinda Catarina Joao Chochoma,Q504564,FRELIMO
,Asraf Amad Kassamo,Q504564,FRELIMO
,Domingos Gabriel Tavira,Q504564,FRELIMO
,Dário Fernandes Machava,Q504564,FRELIMO
,David Machimbuku,Q504564,FRELIMO
,Eduardo Muaride,Q504564,FRELIMO
,Eulália Nhaculezele Atibe,Q504564,FRELIMO
,Etelvina Rita Joaquim Fevereiro,Q504564,FRELIMO
,Fautino Maurício Uamusse,Q504564,FRELIMO
,Faruk Osman,Q504564,FRELIMO
,Feliz Avelino Silvia,Q504564,FRELIMO
,Graça Lindo Dinheiro,Q504564,FRELIMO
,Julieta Gilda João de Brito Chauma,Q504564,FRELIMO
,Gildo Fortunato Elias Muaga,Q504564,FRELIMO
,Guerreiro Augusto Mundefa,Q504564,FRELIMO
,Guilherme Sampinguira Uissiquete,Q504564,FRELIMO
,Hélder Ernesto Injojo,Q504564,FRELIMO
,Henrique Alexandre Mandava,Q504564,FRELIMO
,Inácia Henriques Carneiro Ngonde,Q504564,FRELIMO
,Inácio António Nunes,Q504564,FRELIMO
,Jacinta Sousa Inácio,Q504564,FRELIMO
,Jaime Mussa Massesse,Q504564,FRELIMO
,João Afonso,Q504564,FRELIMO
,Joaquim José Mondlane,Q504564,FRELIMO
,José António da Conceicao Chichava,Q504564,FRELIMO
,José António Chuquela,Q504564,FRELIMO
,José Paulo da Cruz,Q504564,FRELIMO
,Judite Anastácia João,Q504564,FRELIMO
,Justino Paulo Langa,Q504564,FRELIMO
,Juvenália Abiatar Mutemba,Q504564,FRELIMO
,Lourenço Sabonete,Q504564,FRELIMO
,Luisa João Mumba Carlos Gandar Braga,Q504564,FRELIMO
,Claudete da Conceição Fernandes,Q504564,FRELIMO
,Margarida Manuel Salimo,Q504564,FRELIMO
,Marquita Alexandre Loforte Jaime,Q504564,FRELIMO
,Mateus Adamo Assane,Q504564,FRELIMO
,Matias Josée Matias Nhongo,Q504564,FRELIMO
,Matilde Nazarena Anchunala,Q504564,FRELIMO
,Muanassa Abubacar,Q504564,FRELIMO
,Nelson Albino Paiva,Q504564,FRELIMO
,Mauricio Mateus Madebe,Q504564,FRELIMO
,Oreste Bustan,Q504564,FRELIMO
,Patricio Filimone Meque,Q504564,FRELIMO
,Ricardina Suia Albano Mazive,Q504564,FRELIMO
,Roberto Matola Saide,Q504564,FRELIMO
,Rosa Manuel Andrade da Silva,Q504564,FRELIMO
,Rui Sixpence Conzane,Q504564,FRELIMO
,Ruquia Mohamed Saide,Q504564,FRELIMO
,Sabina Sara Hassane Bicá,Q504564,FRELIMO
,Salma Maria Alexandre Machate,Q504564,FRELIMO
,Sefo Sente,Q504564,FRELIMO
,Sofia Afonso Jinja Cussaia,Q504564,FRELIMO
,Sónia Maria Vasco Mepameia,Q504564,FRELIMO
,Suzete Alberto Dança,Q504564,FRELIMO
,Tania Crescente Elson Canhemba,Q504564,FRELIMO
,Telmina Manuel Paixão Pinho Pereira,Q504564,FRELIMO
,Onório Plácido Horácio,Q504564,FRELIMO
,Valéria Jose Mitelela,Q504564,FRELIMO
,Zacarias João Chivavi,Q504564,FRELIMO
,Zezinho Ricardo José,Q504564,FRELIMO
,Viana da Silva Magalhães,Q1425821,RENAMO
,Maria Angelina Dique Enoque,Q1425821,RENAMO
,Gania Ali Abdul Mussagy,Q1425821,RENAMO
,Luís Trinta Mecupia,Q1425821,RENAMO
,Saimone Muhambi Macuaina,Q1425821,RENAMO
,Arnaldo Francisco Chalaua,Q1425821,RENAMO
,Ossufo Momade,Q1425821,RENAMO
,Vicente Zacarias Ululu,Q1425821,RENAMO
,Albino Muanafaene Ducuza Muchanga,Q1425821,RENAMO
,Armindo João Milaco Acelece,Q1425821,RENAMO
,Mateus Lucas António,Q1425821,RENAMO
,José Manteigas Gabriel,Q1425821,RENAMO
,Maria Ivone Rensano Bernardo Soares,Q1425821,RENAMO
,Mário Cinquenta Naula,Q1425821,RENAMO
,Manuel Fernandes Pereira,Q1425821,RENAMO
,Maria Inês Martins,Q1425821,RENAMO
,Maria Anastácia da Costa Xavier,Q1425821,RENAMO
,Alberto José Sabe,Q1425821,RENAMO
,José Manuel Samo Gudo,Q1425821,RENAMO
,Leopoldo Alfredo Ernesto,Q1425821,RENAMO
,Anselmo Ernesto Víctor,Q1425821,RENAMO
,Luís Benedito Gouveia,Q1425821,RENAMO
,Francisco Maingue,Q1425821,RENAMO
,Manuel Zeca Bissopo,Q1425821,RENAMO
,Antonio Severino Timba,Q1425821,RENAMO
,Lúcia Xavier Afate,Q1425821,RENAMO
,Hilário Waite,Q1425821,RENAMO
,Ireneu Joaquim Muanaco,Q1425821,RENAMO
,Albano Bulaunde José,Q1425821,RENAMO
,Mustagibo Atmo Bachir,Q1425821,RENAMO
,Julião Munhequeia,Q1425821,RENAMO
,José Carlos Rodrigues Palaco,Q1425821,RENAMO
,Zacarias José,Q1425821,RENAMO
,Freitas Joaquim Emílio Tiquila,Q1425821,RENAMO
,Simão Bute,Q1425821,RENAMO
,David Jonas Moiana,Q1425821,RENAMO
,Irene Joaquim,Q1425821,RENAMO
,Carlos Manuel,Q1425821,RENAMO
,Essa Muze Ussene,Q1425821,RENAMO
,Latifo Ismael Xarifo,Q1425821,RENAMO
,Elisa Silvestre Cipriano,Q1425821,RENAMO
,Pedro Tesoura Chichone,Q1425821,RENAMO
,Eva Teixeira Caetano Dias,Q1425821,RENAMO
,Fernando Jossias Matouassanga,Q1425821,RENAMO
,Ruquia Muler Gustavo,Q1425821,RENAMO
,Felizarda Clara de Castro,Q1425821,RENAMO
,Rosa Mafunda Julai Sitole,Q1425821,RENAMO
,Victor Viandro Mudivila,Q1425821,RENAMO
,Angelica Paulo Camões,Q1425821,RENAMO
,Eduardo João Ladria,Q1425821,RENAMO
,Simões Paulo Mário,Q1425821,RENAMO
,Lutero Chimbirombiro Simango,Q668181,MDM
,Ismael Jamu Mussa,Q668181,MDM
,José Manuel de Sousa,Q668181,MDM
,Eduardo Augusto Elias,Q668181,MDM
,Agostinho Ussore,Q668181,MDM
,Geraldo Alexandre Carvalho,Q668181,MDM
,Alcinda da Conceição,Q668181,MDM
,James Mlando Fausto Njiji,Q668181,MDM
