item,name,party,partyLabel
,Daniel João Matavele,Q504564,FRELIMO
,Daniel Litsure,Q504564,FRELIMO
,Daniel Maqueia Cueteia,Q504564,FRELIMO
,Danilo Aly Teixeira,Q504564,FRELIMO
,Danilo Rui Alberto Mutumula,Q504564,FRELIMO
,Djone Dique Ncussa,Q504564,FRELIMO
,Dorteia Hérculos Ambrósio,Q504564,FRELIMO
,Duarte Cassiano,Q504564,FRELIMO
,Edmundo Galiza Dimande Matos,Q504564,FRELIMO
,Edson da Graça Francisco Macuácua,Q504564,FRELIMO
,Eduardo Joaquim Mulémbwè,Q504564,FRELIMO
,Elisa Nicolau José de Melo,Q504564,FRELIMO
,Eliseu Jaoquim Machava,Q504564,FRELIMO
,Elvira Luís Mabunda,Q504564,FRELIMO
,Ermelinda Micaela Lucas Rodolfo,Q504564,FRELIMO
,Ermósio Justo,Q504564,FRELIMO
,Ernesto Cassimuca Lipapa,Q504564,FRELIMO
,Ester Hassane Macande Peule,Q504564,FRELIMO
,Eusébio Nanguia Nipete Mulange,Q504564,FRELIMO
,Fabião Pedro Sitoé,Q504564,FRELIMO
,Fátima Luís Madeira,Q504564,FRELIMO
,Faustina Manuel,Q504564,FRELIMO
,Feliciano Anjo Bernardo Mata,Q504564,FRELIMO
,Filipe Jaime,Q504564,FRELIMO
,Filomena Nachaque,Q504564,FRELIMO
,Francisca Domingos Tomás,Q504564,FRELIMO
,Francisco Braz Muchanga,Q504564,FRELIMO
,Graça César Machaiane Nhanala Nhaliginga,Q504564,FRELIMO
,Hermenegildo Maria Cepeda Gamito,Q504564,FRELIMO
,Hermínia Carlos Nhantumbo,Q504564,FRELIMO
,Irene António Beira Castro,Q504564,FRELIMO
,Isaú Joaquim Menezes,Q504564,FRELIMO
,Jaime Bessa Augusto Neto,Q504564,FRELIMO
,Jerónimo Agostinho,Q504564,FRELIMO
,Joana Anacleto Vasco,Q504564,FRELIMO
,João Luís,Q504564,FRELIMO
,João Macuamule,Q504564,FRELIMO
,José Mateus Muária Katupha,Q504564,FRELIMO
,Juliao Caixote Nembe,Q504564,FRELIMO
,Kapwepwe Saíde Chai,Q504564,FRELIMO
,Leonor Amosse Pedro,Q504564,FRELIMO
,Lídia Rita Geremias,Q504564,FRELIMO
,Lúcia Geraldo Namashulua,Q504564,FRELIMO
,Luciano Augusto,Q504564,FRELIMO
,Lucília José Manuel Nota Hama,Q504564,FRELIMO
,Lucinda Bela das Dores Impetule Malema,Q504564,FRELIMO
,Luís Ramos Domingos,Q504564,FRELIMO
,Luísa Chirindza,Q504564,FRELIMO
,Lurdes Daniel,Q504564,FRELIMO
,Maconha João,Q504564,FRELIMO
,Madalena M’bela Ambrósio,Q504564,FRELIMO
,Manuel Jorge Tomé,Q504564,FRELIMO
,Margarida Adamugi Talapa,Q504564,FRELIMO
,Margarida Sebastião Mapanzene,Q504564,FRELIMO
,Maria Ângela Ismael Manjate Janace,Q504564,FRELIMO
,Maria Bachir,Q504564,FRELIMO
,Maria das Dores António,Q504564,FRELIMO
,Maria de Lurdes do Carmo Lobo,Q504564,FRELIMO
,Maria Ema Anchunala Cassimo,Q504564,FRELIMO
,Maria Jossefa Miguel,Q504564,FRELIMO
,Maria Marta Mateus Fernando Zalimba,Q504564,FRELIMO
,Maria Matilde Alves Lampião Soares,Q504564,FRELIMO
,Maria Olívia Álvaro,Q504564,FRELIMO
,Maria Virgínia de Sousa Videira,Q504564,FRELIMO
,Mário Lampião Sevene,Q504564,FRELIMO
,Maurício Mateus Madebe,Q504564,FRELIMO
,Maurício Vieira Jacob,Q504564,FRELIMO
,Micas Carlos António Jafare,Q504564,FRELIMO
,Miguel Anláuè Mussa,Q504564,FRELIMO
,Milagrosa Armando Langa,Q504564,FRELIMO
,Palmira Eusébio Mbanze,Q504564,FRELIMO
,Paulina Tsumba Nhacumbena Canhane,Q504564,FRELIMO
,Pedro Armando Alberto Vírgula,Q504564,FRELIMO
,Raimundo Joaquim Mapanzene,Q504564,FRELIMO
,Raquel Carlos José Damião,Q504564,FRELIMO
,Regina Macuácua Muchanga,Q504564,FRELIMO
,Rema Fabião,Q504564,FRELIMO
,Ricardo Pedro Filimone,Q504564,FRELIMO
,Roberto Maximiano Chitsondzo,Q504564,FRELIMO
,Rosa Isabel Maiópuè,Q504564,FRELIMO
,Rosália Celestina José Lumbela,Q504564,FRELIMO
,Rosário Salimo Régulo,Q504564,FRELIMO
,Rosário Zacarias,Q504564,FRELIMO
,Rui António Chundiza,Q504564,FRELIMO
,Sábado Teresa Malendza,Q504564,FRELIMO
,Safi Mahomed Abdul Reman Gulamo,Q504564,FRELIMO
,Saíbo Alberto,Q504564,FRELIMO
,Sara Mamudo Abdula Vassanegy,Q504564,FRELIMO
,Sebastião Dengo,Q504564,FRELIMO
,Severina Tiago Banze,Q504564,FRELIMO
,Sousa Salvador Munhaua,Q504564,FRELIMO
,Tiago Horácio Simba,Q504564,FRELIMO
,Tsoquisse Mulaícho Munhiwa,Q504564,FRELIMO
,Ussumane Aly Dauto,Q504564,FRELIMO
,Verónica Nataniel Macamo Dlovo,Q504564,FRELIMO
,Xavier Aleixo Chicutirene,Q504564,FRELIMO
,Yohane Tadeu Nkeka,Q504564,FRELIMO
,Zeca Castro Morgado,Q504564,FRELIMO
,Zélia da Luz Francisco Muthambe Langa,Q504564,FRELIMO
,Abdala Ossifo Ibraimo,Q1425821,RENAMO
,Abel Gabriel Mabunda,Q1425821,RENAMO
,Abel Vicente Sana Sana,Q1425821,RENAMO
,Achiro Amisse,Q1425821,RENAMO
,Agostinho Ussore,Q1425821,RENAMO
,Aida Luis Garife Massangaissa,Q1425821,RENAMO
,Albino Ducuza Muchanga,Q1425821,RENAMO
,Alicora Intutunha,Q1425821,RENAMO
,Alzira Frederico Pereira,Q1425821,RENAMO
,Ana Celestina Meneses Sousa,Q1425821,RENAMO
,Anselmo Ernesto Victor,Q1425821,RENAMO
,Anselmo Jacinto Eduardo,Q1425821,RENAMO
,António Augusto Ed Namburete,Q1425821,RENAMO
,António Pedro Muchanga,Q1425821,RENAMO
,António Severino Timba,Q1425821,RENAMO
,Armindo João Milaco,Q1425821,RENAMO
,Artur Xavier Vilanculos,Q1425821,RENAMO
,Assane Ali,Q1425821,RENAMO
,Augusto Mateus,Q1425821,RENAMO
,Bonifácio João Nicasse,Q1425821,RENAMO
,Brito Caetano,Q1425821,RENAMO
,Carlos Manuel,Q1425821,RENAMO
,Celestino Neúma,Q1425821,RENAMO
,Claudina Inácio Guimarães,Q1425821,RENAMO
,Cornélio Quivela,Q1425821,RENAMO
,David Jonas Moiana,Q1425821,RENAMO
,Dominga Domingos Chuva,Q1425821,RENAMO
,Edgar de Jesus Gonzaga C Silva,Q1425821,RENAMO
,Elisa Cipriano Silvestre,Q1425821,RENAMO
,Elisa Júlio Salamo,Q1425821,RENAMO
,Elsa Muzé Ussene,Q1425821,RENAMO
,Eufrásia Guerra Jordão,Q1425821,RENAMO
,Eva Teixeira Caetano Dias,Q1425821,RENAMO
,Fernando Calisto Jauado,Q1425821,RENAMO
,Filipe António Primero,Q1425821,RENAMO
,Florêncio Francisco Alfainho,Q1425821,RENAMO
,Francisco Domingos Paulo Machambisse,Q1425821,RENAMO
,Francisco João José Dias,Q1425821,RENAMO
,Francisco Maingue,Q1425821,RENAMO
,Helena da Zinha Paulo,Q1425821,RENAMO
,Hipólito de Jesus Fernandes Xavier do Couto,Q1425821,RENAMO
,Ireneu Joaquim Muanaco,Q1425821,RENAMO
,Ismael Jamú Mussá,Q1425821,RENAMO
,Janeiro Mariano,Q1425821,RENAMO
,Jerónimo Malagueta Nalia,Q1425821,RENAMO
,Joana José Carvalho,Q1425821,RENAMO
,João Alexandre,Q1425821,RENAMO
,João Carlos Colaço,Q1425821,RENAMO
,João José Monteiro,Q1425821,RENAMO
,Joaquim Mussuaho Luis M. Bicho,Q1425821,RENAMO
,José Augusto Mazuana,Q1425821,RENAMO
,José Carlos Rodrigues Palaço,Q1425821,RENAMO
,José Ferreira Muivai,Q1425821,RENAMO
,José Manteigas Gabriel,Q1425821,RENAMO
,Julião Munhequeia,Q1425821,RENAMO
,Khalid Hussein Mahomed Sidat,Q1425821,RENAMO
,Leopoldo Alfredo Ernesto,Q1425821,RENAMO
,Lucia do Carmo Casimiro Lima,Q1425821,RENAMO
,Lúcia Xavier Afate,Q1425821,RENAMO
,Luciano Filipe Governo,Q1425821,RENAMO
,Luis Benedito Gouveia,Q1425821,RENAMO
,Luis Boavida Mudivela,Q1425821,RENAMO
,Luis Inácio,Q1425821,RENAMO
,Luis Trinta Mecupia,Q1425821,RENAMO
,Lutero Chimbirombir Simango,Q1425821,RENAMO
,Madalena João Francisco,Q1425821,RENAMO
,Manecas Daniel,Q1425821,RENAMO
,Manuel António Alculete de Araújo,Q1425821,RENAMO
,Manuel Fernandes Pereira,Q1425821,RENAMO
,Manuel Francisco Lole,Q1425821,RENAMO
,Maria Anastácia Da Costa,Q1425821,RENAMO
,Maria Angelina Dique Enoque,Q1425821,RENAMO
,Maria Inês Martins,Q1425821,RENAMO
,Maria Joana João,Q1425821,RENAMO
,Maria José Moreno,Q1425821,RENAMO
,Mariano Humberto Rodrigues,Q1425821,RENAMO
,Mateus Elias Damião F. Da Silva,Q1425821,RENAMO
,Máximo Diogo José Dias,Q1425821,RENAMO
,Ossufo Momade,Q1425821,RENAMO
,Pedro Tesoura Chichone,Q1425821,RENAMO
,Rosa Mafuna Julai Sitole,Q1425821,RENAMO
,Rui Domingos de Sousa,Q1425821,RENAMO
,Saimone Muhambe Macuiana,Q1425821,RENAMO
,Samuel Brito Simango,Q1425821,RENAMO
,Sebastião dos Santos Temporário,Q1425821,RENAMO
,Simão Bute,Q1425821,RENAMO
,Viana da Silva Magalhães,Q1425821,RENAMO
,Vicente Zacarias Ululu,Q1425821,RENAMO
,Zabura Selemane,Q1425821,RENAMO
