item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q111841428,Abacar Chande,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841428-856571AE-EC23-4D32-8E4E-F6FB7A79540E
Q111841429,Abdala Ossifo Ibraimo,Q1425821,RENAMO,,,2015-01-12,2020-01-13,male,Q111841429-664D2A56-C7BE-4E3A-ACD0-560F59414A24
Q111841432,Abdul Gafur Mamade Hossene Issufo,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841432-6CB9409E-1AA4-47B3-8A33-7C9A6AEDDA55
Q111841433,Abiba Aba,Q1425821,RENAMO,,,2015-01-12,2020-01-13,female,Q111841433-7328EB0F-E570-4B49-BC96-A178A49BFFD4
Q111841434,Afonso Januário Bombene,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841434-90EC5CA6-3E87-49DB-9E0B-CD963BB157EC
Q111841435,Afonso Lopes Nipero,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841435-43BED90D-D137-4E3E-B760-733F6AAFD5E6
Q111841436,Agostinho André Likangóne,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841436-F047CA53-41F3-4885-9671-D46EDB7FD687
Q111841437,Agostinho Cosme Manje,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841437-061D1D0D-26C7-4785-B161-3F07B13573F4
Q111841438,Agostinho Gomes Chipindula,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841438-CA3FCB25-EED3-47E9-AE0F-68D5E1AC846C
Q111841439,Agostinho José Lobato,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841439-7B00822A-642D-4DB0-B64E-E2E1EE2EA831
Q111841440,Agostinho Zacarias Vuma,Q504564,FRELIMO,,,2015-01-12,2020-01-13,male,Q111841440-3FE72927-60A5-425E-8C80-2E777E8DD68F
Q111841441,Aida Maria Soares,Q504564,FRELIMO,,,2015-01-12,2020-01-13,female,Q111841441-5E76E82B-98A0-41EA-83E8-3AE4502BF150
