@@,itemlabel,item,startdate,enddate
+++,Artur Hussene Canana,,1998-11-27,2003-11-19
->,Eneas da Conceição Comiche,Q10272837,2003-11-09->2003-11-19,2009-02-07
->,David Simango,Q5993938,2009-02-07,2019-02-07->2014-02-07
+++,David Simango,,2014-02-07,2019-02-07
