@@,itemlabel,item,startdate,enddate
+++,Rosa Manuel da Silva,,2005-02-11,2010-01-16
+++,Lucília José Manuel Nota Hama,,2010-01-16,2015-01-19
+++,Iolanda Maria Pedro Campos Cintura,Q26995850,2015-01-19,2020-01-22
